,id,sii
217,0c3d248f,0.0
218,0c3d88cb,0.0
219,0c4e2d68,0.0
220,0c4eabac,0.0
222,0c794cf7,0.0
223,0c83af0f,2.0
224,0c8efce0,0.0
225,0c98f822,1.0
226,0ca08054,2.0
227,0cbe4e54,0.0
228,0cccc6bc,0.0
230,0d01bbf2,0.0
231,0d279d77,0.0
232,0d34aee4,1.0
233,0d394928,0.0
234,0d4800c8,1.0
235,0d4fa8f4,1.0
236,0d570d3e,2.0
238,0d74d0ed,0.0
239,0d924604,0.0
242,0ddab8ff,0.0
243,0de01ae7,1.0
244,0df44f9e,2.0
245,0df4c27d,0.0
248,0e1cf9b8,0.0
249,0e1f7fed,0.0
250,0e3b0bd2,0.0
255,0e951124,3.0
256,0e9c1be6,1.0
257,0ec403df,2.0
260,0ed2a3c8,1.0
261,0eddd8e5,0.0
262,0ee70b3e,1.0
265,0f4db4f2,0.0
267,0f6b71c4,0.0
268,0f7f3bf3,1.0
269,0f9b8e65,1.0
270,0fbb3ca5,1.0
271,0fc19fd9,0.0
273,0ff6ac09,0.0
276,101774f0,0.0
277,101c27f1,0.0
278,10258585,1.0
281,105e3f96,0.0
282,108b8659,0.0
284,10ad8c48,2.0
285,10be7f09,0.0
286,10c0e99a,0.0
287,10e46254,0.0
291,113f5798,2.0
292,11477ed0,0.0
294,115d3db4,1.0
296,11739de2,0.0
297,1184a14a,0.0
299,118b7733,1.0
300,119d7562,1.0
301,119dd2e1,1.0
302,119e181e,0.0
303,11be5d2e,1.0
304,11d1a5ac,0.0
306,11f7253c,3.0
307,11f9b26c,0.0
309,1225fd28,1.0
310,12380b06,0.0
315,1286dab7,0.0
316,12a607f6,1.0
318,12cbf30c,0.0
319,12cfb064,0.0
321,12f37ff2,1.0
322,1301f65d,0.0
324,1307c41a,0.0
325,1314bc8c,0.0
328,136894bc,0.0
329,137baaec,2.0
330,137fc699,1.0
331,13a5e288,0.0
333,13be5672,0.0
334,13cdb63a,0.0
335,13d23890,0.0
336,13d2c419,0.0
338,13e46923,2.0
339,13eee030,1.0
341,13fca10c,1.0
342,14109652,2.0
343,1420b16e,1.0
346,1429abf1,0.0
347,14391970,0.0
348,144a9a79,2.0
349,1455e657,0.0
350,14568d61,1.0
351,1458a9d2,0.0
352,1470a1df,1.0
353,147c4374,0.0
354,14a6e58e,0.0
355,14b3d6e5,0.0
356,14b8dd2a,0.0
357,14b999b6,0.0
358,14c12974,0.0
359,14dae995,0.0
360,14e00ce0,0.0
361,14eac885,2.0
364,15227eef,0.0
365,1522fee1,2.0
367,154d1191,1.0
368,1551c806,1.0
369,1562998a,0.0
370,157b271f,3.0
374,15a2364d,1.0
376,15d702f8,0.0
377,15dbc929,0.0
379,15f217a6,1.0
380,15f2e240,0.0
381,1606f203,0.0
382,1649ce22,0.0
383,164b29ed,0.0
384,164edc75,2.0
388,16bf9efe,0.0
389,16deb306,0.0
391,16e277aa,0.0
392,1704e646,1.0
393,1713348a,0.0
394,176f33fb,0.0
396,177f25ab,1.0
398,17b08109,0.0
399,17c1ae23,1.0
400,17e9cba0,2.0
404,18154f3a,1.0
405,1824417f,3.0
407,1837456f,0.0
408,18400e8e,1.0
410,1843760e,1.0
413,18506cf3,0.0
417,1894884e,0.0
418,18962676,0.0
419,18ab47f8,0.0
420,18b79e9b,2.0
421,18b8b2f6,1.0
423,18e21bf1,0.0
424,18f6e6db,0.0
425,18fdbccc,0.0
426,18feab0f,0.0
428,19098ef0,0.0
429,1911731d,0.0
430,19381499,2.0
431,1943fb23,0.0
432,19455336,1.0
433,1949438b,2.0
434,1957153d,2.0
436,198e50c9,0.0
438,19b095d5,0.0
439,19c49039,1.0
441,19cc95e8,0.0
444,1a1e8ac5,0.0
445,1a23d282,1.0
446,1a2412b3,0.0
451,1a803bfe,0.0
454,1a9f8375,0.0
455,1aae1de3,0.0
458,1afa48fe,0.0
459,1aff6762,2.0
461,1b258140,0.0
462,1b2cd439,0.0
463,1b2eea8f,2.0
464,1b32427b,0.0
465,1b329556,2.0
466,1b410106,0.0
468,1b49c870,0.0
469,1b5b34bc,1.0
470,1b5fb26f,0.0
472,1b6be334,2.0
473,1b6fb363,1.0
474,1b73fce0,0.0
477,1bc6a98c,0.0
480,1c063ebc,0.0
482,1c23295e,0.0
484,1c3b7f1a,0.0
485,1c3c2b2f,1.0
487,1c481537,3.0
488,1c5ba087,1.0
489,1c66daf4,0.0
490,1c673231,2.0
491,1c6ac3d4,0.0
492,1ccf44f0,0.0
493,1cd37b36,1.0
495,1cf6dcef,1.0
496,1d02812a,0.0
497,1d041232,0.0
498,1d11d488,0.0
503,1d78b3c3,0.0
504,1d7edb86,2.0
505,1da37c60,2.0
506,1dd90b53,2.0
508,1de3c240,0.0
510,1dfd6433,1.0
511,1e08b1dc,1.0
513,1e2a1bd0,0.0
514,1e5f6199,0.0
515,1e7dd854,0.0
516,1e87baed,0.0
517,1e986f93,0.0
518,1eb206f0,0.0
520,1eda934b,0.0
521,1eea376f,0.0
522,1eea8df2,2.0
523,1eedf45e,1.0
527,1f2164a4,1.0
528,1f400626,0.0
529,1f5835cd,0.0
530,1f5cefcc,1.0
531,1f65fa82,1.0
532,1f7bd44c,0.0
533,1f7ec039,1.0
534,1f881e3d,0.0
537,1fc07a80,0.0
538,1feb42f2,2.0
539,1fed3943,0.0
540,1ffede3b,0.0
543,206c8562,1.0
544,2084c823,0.0
548,20cefbaf,0.0
549,20d7ecfd,1.0
550,20df4cab,0.0
551,20e8ca68,0.0
554,2114473a,0.0
555,214f46e8,1.0
556,215ca39b,1.0
557,217ce5e6,1.0
558,218faf6f,0.0
560,21a76448,1.0
562,21b835ac,0.0
563,21c62163,1.0
565,21e5833c,0.0
566,21eb6d47,0.0
567,21f58fba,0.0
568,221e37e0,0.0
569,223724b2,0.0
570,22375702,1.0
571,22389051,1.0
572,22447a95,0.0
574,224fc39a,2.0
575,22536a61,0.0
579,22a71606,0.0
580,22b4191a,1.0
581,22c72c4e,2.0
583,22e44415,0.0
584,22f43a12,0.0
587,231f6db4,1.0
588,232b7cb1,0.0
590,233b9425,0.0
591,2340e84a,0.0
592,23418fa2,0.0
593,23567787,1.0
594,236d450e,1.0
595,236ecde8,0.0
597,23d1a58d,0.0
598,23d71e37,0.0
599,23dafdab,0.0
600,23e024bd,0.0
601,23e71e7c,1.0
602,23e7f79b,1.0
606,24398aed,0.0
607,24591f4d,0.0
608,247172f9,0.0
609,2496c491,0.0
610,249b6d68,0.0
611,249d2266,0.0
612,24a3b16d,1.0
613,24ab10c6,1.0
614,24b4bc6d,1.0
615,24b75658,0.0
616,24dac645,0.0
617,24fb56db,2.0
621,252ebc5b,2.0
622,253f5cb1,1.0
625,25849c6c,1.0
626,2586774b,0.0
627,25a3a723,0.0
629,25e752c8,0.0
630,25eba023,0.0
633,260f542b,0.0
634,26190ddd,0.0
635,2625767f,0.0
636,262cff6d,1.0
638,26891dbd,0.0
639,269d9918,1.0
641,26a4b61b,1.0
642,26aeacdf,0.0
643,26b1792f,0.0
644,26b893f4,2.0
646,26d31613,1.0
647,26d541c2,0.0
648,26f0e055,1.0
650,2715347c,1.0
651,273c8ebd,0.0
654,2760be91,2.0
655,27724073,1.0
656,277f5b32,2.0
657,278e8a51,0.0
658,279d0ec4,0.0
659,27cd2a6c,2.0
660,27d363de,1.0
661,27d7e5e4,0.0
662,27e0ca6b,0.0
667,281174c9,0.0
668,2812951b,0.0
670,2840643b,1.0
672,287390e6,2.0
673,287f1349,0.0
674,2891e36b,0.0
675,2898269f,0.0
677,28b91cf3,0.0
678,28ba92e9,0.0
680,28e8b2b2,0.0
681,28e973b1,0.0
682,28f7e6ff,2.0
683,28f99ddb,0.0
686,2911ef94,2.0
687,29587a31,0.0
688,29886a85,0.0
690,29a1d334,0.0
691,29b37b4a,2.0
692,29c54890,0.0
693,29e4911b,0.0
695,2a0b8386,0.0
699,2a3fcf9a,0.0
700,2a64085d,0.0
701,2a6a6b92,0.0
702,2a7b5b79,1.0
703,2a81925b,1.0
704,2a85889c,1.0
706,2a88cbe9,0.0
709,2a922ca4,0.0
710,2a9e0dee,0.0
712,2aa15e6b,1.0
713,2aab37ac,0.0
714,2ac0bd9f,1.0
715,2af3c8d8,1.0
717,2afea280,1.0
719,2b34dcf3,0.0
722,2b574ef7,0.0
723,2bac0893,0.0
724,2bad0db7,0.0
726,2bbcfd43,0.0
727,2bca454a,0.0
730,2beaaf7a,1.0
731,2bfc9187,0.0
732,2c2dc20d,2.0
734,2c3b09db,1.0
735,2c406043,0.0
736,2c483245,0.0
737,2c49257f,0.0
738,2c512f2f,1.0
739,2c54d6c5,0.0
740,2c56c930,0.0
744,2c9a90e9,1.0
745,2ca2206f,1.0
746,2ca9811d,1.0
747,2cb0db2c,0.0
748,2cc4b720,0.0
749,2cd9b5a3,1.0
752,2cda86bd,2.0
754,2d043af7,0.0
755,2d0bbbd3,0.0
757,2d286c59,0.0
759,2d3ba6fa,1.0
760,2d5365c6,2.0
764,2da6bf6e,0.0
765,2dbdfe11,2.0
770,2e16053c,1.0
771,2e17c497,1.0
773,2e293d08,0.0
774,2e42573e,0.0
776,2e4e045a,0.0
777,2e5f5207,1.0
779,2e7d888c,1.0
780,2e8c9884,0.0
781,2ea277d5,2.0
782,2ebdadbc,0.0
783,2ee0a1e8,1.0
785,2f0f2949,0.0
786,2f12de00,1.0
787,2f154763,0.0
788,2f16cad4,0.0
789,2f1af08a,0.0
791,2f6b484c,0.0
792,2f72f441,0.0
793,2f7f0eb7,0.0
794,2f81950d,0.0
795,2f8ec752,0.0
796,2f91f3c1,0.0
797,2fba6cf4,0.0
798,2fc568f6,1.0
799,2fef897e,0.0
800,2ff729d3,0.0
802,3046a5c7,0.0
803,3055881a,0.0
804,3065aa2f,0.0
805,307c91ee,0.0
806,3093d29f,1.0
808,30ac8a84,2.0
809,30b3f203,2.0
810,30ba4252,0.0
811,30d2fd47,0.0
813,3133a6c9,1.0
814,31349d8b,0.0
815,3134b69f,1.0
816,3146f878,0.0
817,3155ed01,0.0
818,3162c492,1.0
819,31648caa,0.0
820,318ccc0e,0.0
823,31b74cd4,1.0
824,31d61741,1.0
825,31d7a136,0.0
827,31ddec50,0.0
828,31f01671,0.0
832,321202d4,1.0
833,3216b978,1.0
834,323ea319,0.0
835,325afd3d,0.0
836,3268c574,1.0
837,326c23c2,0.0
838,327736cd,0.0
839,327ef356,1.0
841,329a9c25,2.0
842,32a9dac0,2.0
843,32b8490d,0.0
845,32d0ebca,0.0
846,32d262c2,0.0
847,32dcc8ab,0.0
848,32e18ccc,2.0
849,3302713b,0.0
850,3305a981,2.0
851,331733c7,1.0
855,333be478,1.0
858,338146bd,0.0
859,3399795b,1.0
860,33a499ce,1.0
861,33d60f7d,2.0
862,33e34de8,1.0
864,33fe1b04,0.0
866,342d43c7,1.0
867,342edae9,1.0
868,343460ab,3.0
869,34362a9a,1.0
870,3441fd41,1.0
871,3466c72a,1.0
872,347095fe,2.0
877,34c30fad,2.0
879,34eb79f9,0.0
880,34ec5de4,0.0
881,350cf38b,0.0
882,350dbeba,0.0
883,35198c2d,2.0
884,351cd4ec,1.0
885,35265670,1.0
888,356ab908,1.0
892,35d2aa41,0.0
893,35daea65,0.0
894,35fa2ebf,3.0
896,36146fe1,0.0
899,36473697,1.0
901,36530d36,0.0
902,3655395c,0.0
907,36958957,2.0
908,36b8c9e5,1.0
909,36c060b9,2.0
910,36c1f189,0.0
912,36e77bf0,1.0
913,36fda5de,0.0
915,370b47c4,0.0
916,3714afd7,0.0
919,372a7950,1.0
920,3738db26,2.0
923,376e617f,2.0
924,37995242,0.0
926,37ae1239,1.0
927,37bcfa7e,0.0
929,380029ef,0.0
931,3820a945,0.0
932,3826be66,1.0
933,38390669,0.0
937,384c3f27,0.0
938,385819e6,1.0
939,385a6557,0.0
941,3875d4de,0.0
944,38cccd6d,2.0
945,38d53b92,0.0
948,38ee12e7,0.0
949,3901e707,0.0
951,3913797d,0.0
952,3918d854,0.0
953,3934e29c,2.0
954,394684ae,0.0
955,394a6219,0.0
956,3950aa00,0.0
958,397efe7a,0.0
959,3983d3cd,0.0
960,3999e449,0.0
961,39bdbb00,0.0
962,39c20e2a,0.0
963,39cc2836,0.0
964,39d626f4,0.0
965,39dd3538,0.0
967,39fb1ad0,2.0
968,3a33d579,1.0
969,3a594acf,1.0
971,3a9d7bd6,0.0
973,3ab0b1ff,1.0
974,3ab539f0,0.0
975,3acb5be3,0.0
976,3ae4ee9b,1.0
977,3b047021,0.0
978,3b091b83,0.0
980,3b112284,0.0
981,3b1b9538,1.0
985,3ba48ca7,0.0
986,3bbf88cd,2.0
988,3c0aba64,0.0
989,3c2cf08e,0.0
991,3c5c85e7,0.0
992,3c620257,0.0
994,3c7a7f32,0.0
995,3c8f474a,0.0
996,3ca35642,1.0
999,3cc9cfa6,0.0
1001,3cd8802e,0.0
1002,3cfeca85,0.0
1004,3d20d9a7,0.0
1005,3d2c0bc5,1.0
1006,3d36fe8b,0.0
1007,3d3b87db,1.0
1008,3d3dd3ae,0.0
1009,3d3fb503,0.0
1010,3d46429f,2.0
1011,3d48430d,0.0
1013,3d5ad997,0.0
1014,3d6143f3,0.0
1015,3d736110,1.0
1016,3d8531f5,0.0
1017,3d970ce4,1.0
1018,3dcbc164,1.0
1020,3de1a622,0.0
1021,3de6a21c,0.0
1023,3e377cb7,0.0
1024,3e398bf9,2.0
1025,3e3c242c,0.0
1027,3e5d5b58,1.0
1028,3e5ee48c,0.0
1030,3e7ee995,1.0
1031,3e9fd8d6,2.0
1032,3eb48980,1.0
1033,3ebfbb4c,1.0
1034,3ede35d1,0.0
1035,3f1cf5ba,1.0
1036,3f1f23e7,2.0
1037,3f20e14b,1.0
1038,3f2141da,0.0
1040,3f3a70c8,1.0
1041,3f3d3809,0.0
1042,3f51a21d,2.0
1044,3fcef947,0.0
1046,3fe59141,0.0
1047,3fe78116,0.0
1050,40087bc5,2.0
1053,40898508,0.0
1054,408bed19,0.0
1055,4093774d,1.0
1056,40aae75f,0.0
1058,40b904b3,1.0
1059,40cdadfc,0.0
1060,40e95163,0.0
1061,41052ced,0.0
1062,41185f8e,2.0
1063,4128aee6,0.0
1064,4135cb0e,1.0
1065,4157be55,2.0
1067,415d5a1a,0.0
1068,416b6ba2,0.0
1069,4177e5e5,1.0
1071,41974cde,0.0
1072,419d05c6,2.0
1074,41bacefb,0.0
1075,41badf5d,1.0
1076,41cfd1db,3.0
1077,41d48900,0.0
1079,42309938,1.0
1080,423610ac,1.0
1081,4248261f,0.0
1082,4255e559,0.0
1083,4262ce3d,0.0
1085,427037b2,0.0
1086,427fad9e,2.0
1087,4280076d,0.0
1088,428970d4,1.0
1089,428c37ea,0.0
1090,429cc266,0.0
1091,42aa29fb,1.0
1092,42bf071e,2.0
1093,42c6f67a,0.0
1094,42dfc9dd,2.0
1095,42ebc3fd,0.0
1097,4307d287,1.0
1098,432a4c21,1.0
1099,432aff11,0.0
1100,435bfa7b,1.0
1101,43629a34,0.0
1102,436dd613,0.0
1103,43720c15,0.0
1104,43808706,2.0
1106,43a7386d,1.0
1107,43d43363,3.0
1108,43e54b20,1.0
1109,43f44f6c,2.0
1110,43f5d3c5,1.0
1111,43fb80d6,0.0
1112,43fdba8b,0.0
1113,440acf4f,0.0
1115,444131bc,0.0
1116,4442c376,0.0
1118,446757cb,1.0
1120,4496d883,2.0
1123,44b8622c,0.0
1124,44cbf5c5,0.0
1125,44eaea78,2.0
1126,4505724a,0.0
1127,4507da27,1.0
1128,4518ed77,0.0
1129,451b0cd9,0.0
1130,451c11b3,0.0
1132,4570c8b8,0.0
1135,45ea366f,0.0
1136,45eb32f2,2.0
1137,46170319,0.0
1139,463bf3b2,0.0
1140,464a75fb,1.0
1141,4659aa1a,0.0
1142,465d3273,1.0
1144,466752d9,0.0
1146,467c549f,0.0
1147,46850373,0.0
1148,471e4d12,2.0
1149,47240aa3,0.0
1151,47350ac6,0.0
1154,475ebe47,0.0
1155,4777151c,2.0
1157,47a52eb8,1.0
1159,47b3bea1,2.0
1162,47c1f368,2.0
1163,47c3b47c,1.0
1164,47c55e13,0.0
1165,47fef4fc,0.0
1167,481a1861,0.0
1168,4829f7ca,0.0
1170,4859a9f9,0.0
1171,485d7c69,0.0
1174,489fa831,1.0
1175,48c205d9,0.0
1177,48db8ecf,0.0
1178,48df987b,0.0
1179,48e69212,0.0
1183,491bf457,0.0
1184,4926b18a,0.0
1186,4940a214,1.0
1188,494eba8a,0.0
1189,4950e24c,0.0
1192,499d4499,0.0
1193,49a1931d,0.0
1195,49e4eade,0.0
1196,49f38606,0.0
1198,4a0b1b9d,1.0
1199,4a1440d9,2.0
1200,4a17b463,0.0
1201,4a21eb0c,0.0
1203,4a3b6521,1.0
1204,4a475a9f,1.0
1205,4a4a0f78,2.0
1206,4a62661a,1.0
1207,4a68d751,1.0
1208,4a69e534,0.0
1209,4a6af685,0.0
1210,4a6ea9de,2.0
1214,4a9f92ca,0.0
1216,4aa87859,0.0
1217,4ac5c412,0.0
1218,4acac04e,2.0
1220,4afa8a76,0.0
1221,4b0f961e,0.0
1222,4b1f6855,0.0
1223,4b20bce7,0.0
1224,4b328259,0.0
1225,4b3c7594,1.0
1226,4b3db4f4,0.0
1227,4b51db3e,0.0
1230,4b71830a,1.0
1235,4bc2bee9,0.0
1237,4be6f3c1,0.0
1239,4c238671,1.0
1240,4c37fb30,2.0
1243,4c8dfaf0,2.0
1245,4ca242ea,1.0
1246,4cabd7aa,0.0
1247,4cde1e34,1.0
1248,4d19854c,1.0
1249,4d2d9ef3,0.0
1250,4d41bb62,0.0
1251,4d42caed,0.0
1252,4d5a8ce7,2.0
1253,4d61a44e,1.0
1257,4da4aba2,2.0
1258,4dc4ed56,0.0
1259,4dc86a42,0.0
1261,4decbcd8,0.0
1262,4dfb4e1d,2.0
1263,4e052db0,0.0
1265,4e314e47,0.0
1266,4e58d463,0.0
1267,4e6c7a75,1.0
1269,4e85505f,2.0
1270,4ea3963e,0.0
1271,4ea4e6c9,0.0
1272,4eade67b,0.0
1273,4edb98d8,2.0
1275,4f059221,0.0
1276,4f059a8a,0.0
1278,4f20b188,0.0
1279,4f2d0925,1.0
1280,4f3b33ba,1.0
1281,4f3cd5c2,2.0
1284,4f93504a,0.0
1286,4f96d1e7,0.0
1287,4fd7e043,0.0
1289,4fe97569,0.0
1290,4ffa995b,0.0
1291,50242fa0,1.0
1292,504ed32b,0.0
1294,50707f1e,0.0
1297,508a0f98,2.0
1298,50a90725,1.0
1300,50b2b84b,0.0
1303,5124169c,1.0
1304,5132511c,1.0
1306,51364c23,2.0
1307,515402ee,0.0
1309,515dd683,1.0
1311,5180ff75,0.0
1312,518e5ae6,0.0
1313,5198e7b3,2.0
1314,51a349db,0.0
1315,51c15d22,1.0
1316,51eb8d14,0.0
1317,51f38b37,1.0
1318,51f3feb4,0.0
1319,5216ef61,1.0
1320,52219dbb,1.0
1323,5264bb0e,1.0
1324,526f719b,0.0
1325,527e796c,2.0
1326,528db82d,1.0
1327,52bd147c,0.0
1328,52ce9b8b,0.0
1329,52e9e467,0.0
1332,5320dac6,0.0
1335,53621b84,0.0
1337,537dc410,2.0
1338,53814642,1.0
1339,53905a2c,1.0
1344,53cf99f2,0.0
1345,53d20dc3,0.0
1347,53ea1e7c,0.0
1348,53faf893,0.0
1350,54391716,0.0
1352,546bfb18,0.0
1353,54854783,0.0
1354,54868027,0.0
1355,54945f30,0.0
1356,549712ab,2.0
1357,54b35de5,0.0
1358,54c87d3c,2.0
1360,54e592da,0.0
1362,54fef303,0.0
1363,54ffe872,1.0
1367,55464fb7,1.0
1370,554e46e9,2.0
1372,556604d2,2.0
1374,5588f518,1.0
1376,55edb6ed,1.0
1378,55f9338e,0.0
1380,561f2797,0.0
1381,56210fdb,0.0
1383,5637a5a4,0.0
1384,563ebc00,1.0
1385,56418caf,2.0
1386,56443aba,1.0
1387,56761daf,2.0
1388,567ecea5,0.0
1389,567fd23a,1.0
1391,568eb64b,2.0
1393,56c99b23,0.0
1394,56cb7161,0.0
1396,56d9dead,0.0
1397,56ef356c,0.0
1399,571907fc,0.0
1401,574599a8,0.0
1402,574cb902,0.0
1403,5775ec58,1.0
1404,5779f2e9,0.0
1405,579e50bd,0.0
1407,57c4f2b4,0.0
1409,57d82f30,0.0
1411,57de6095,0.0
1412,57f6fa6c,0.0
1413,580a30c5,2.0
1414,58391429,2.0
1417,58900fd0,0.0
1419,58a255e6,0.0
1420,58ada72e,1.0
1421,58de61f0,1.0
1422,58dfccdb,0.0
1425,58f11465,0.0
1428,592adca0,0.0
1429,592b3b7f,0.0
1430,59305d37,1.0
1431,59307c13,2.0
1432,593a7148,1.0
1433,593b5cfa,0.0
1434,59402969,1.0
1436,5985f299,0.0
1437,599850d0,0.0
1438,59b7fc28,0.0
1440,59d7a3a9,0.0
1441,59ea397f,0.0
1442,5a07e79f,1.0
1443,5a2c7642,0.0
1444,5a3005de,2.0
1445,5a313293,1.0
1446,5a3d5e05,1.0
1447,5a4b3725,1.0
1451,5a5f6d41,0.0
1452,5a5f9fb2,1.0
1454,5a8712ae,3.0
1455,5ac9eca0,0.0
1456,5ad85a02,0.0
1457,5af79adb,0.0
1459,5b299ae1,1.0
1460,5b2c9b83,1.0
1462,5b4d2604,0.0
1463,5b66b6f2,0.0
1465,5b9ff85e,1.0
1466,5ba201ba,1.0
1467,5bcf002a,0.0
1468,5c045867,1.0
1470,5c186496,0.0
1471,5c22f241,0.0
1472,5c2c136d,2.0
1473,5c3b30d7,0.0
1475,5cd83147,0.0
1477,5d04624a,1.0
1479,5d1d7e41,0.0
1481,5d3b6ea5,1.0
1482,5d48a5b0,0.0
1483,5d762840,0.0
1485,5d805d83,0.0
1486,5d885b20,0.0
1488,5daa20e7,0.0
1490,5dad24ff,0.0
1491,5db3db12,1.0
1492,5dc62fec,0.0
1493,5ddbac80,0.0
1495,5e08237d,1.0
1496,5e221c50,0.0
1497,5e2a9e63,1.0
1498,5e2c1349,1.0
1499,5e359a08,2.0
1500,5e415f05,2.0
1502,5e55e9fd,3.0
1503,5e57bd12,0.0
1504,5e614c1a,2.0
1505,5e6490e3,0.0
1506,5e6b528e,0.0
1512,5ea2c305,1.0
1513,5eb063e0,0.0
1515,5ed5f205,0.0
1516,5ee595e8,0.0
1517,5ef3d64e,2.0
1519,5f099188,0.0
1520,5f1b07e1,0.0
1521,5f281a62,0.0
1523,5f37ceb1,1.0
1524,5f574f3d,0.0
1526,5f7537cf,0.0
1527,5f78f7b9,0.0
1528,5f9dddb4,2.0
1529,5fa91358,0.0
1530,5fdfbe47,0.0
1531,603ab4ee,1.0
1533,605d6e05,0.0
1534,606e979d,1.0
1535,60c1ff37,0.0
1536,60d1fdee,0.0
1537,60d2774d,0.0
1539,60f8462b,0.0
1540,60fb7cb9,1.0
1542,612487a5,1.0
1543,612b3ff9,0.0
1545,612dd900,1.0
1546,613fc399,0.0
1547,613fc53d,0.0
1548,614d5517,1.0
1549,616fc21f,0.0
1550,61823525,0.0
1551,6187d0dc,0.0
1553,6192e6b6,1.0
1554,6197a2ce,0.0
1558,620536d0,1.0
1559,621066ff,2.0
1560,622bb412,0.0
1561,6247cc15,1.0
1562,624869b6,2.0
1563,624b9e34,0.0
1564,626a608e,2.0
1565,6277e13c,0.0
1566,6282e693,0.0
1567,62839132,0.0
1568,6291fddd,2.0
1570,62b873a2,1.0
1572,62cd5c74,2.0
1573,62d0cf97,2.0
1575,62f77d2f,1.0
1576,632eca98,0.0
1577,6332ad59,0.0
1578,63334478,0.0
1580,6344bba1,2.0
1581,635554d2,0.0
1583,63a00e40,0.0
1584,63d4ab9a,0.0
1585,63d810bb,0.0
1586,63dd16ec,0.0
1587,63fc9770,2.0
1588,641697e6,0.0
1589,641a2b87,0.0
1591,646a4c0e,2.0
1592,649ff6d9,2.0
1593,64b4005d,1.0
1595,64ed48c4,2.0
1596,64fc556b,0.0
1597,650bf252,0.0
