,id,sii
987,3bf75b68,
990,3c2df645,
993,3c6f9125,
997,3cb2c4da,
998,3cb5deff,
1000,3cd25935,
1003,3d04e8d3,
1012,3d5acaf4,
1019,3dce8a87,
1022,3e2383b5,
1026,3e42fb00,
1029,3e71dba8,
1039,3f36989c,
1043,3fb896a9,
1045,3fe47b69,
1048,3ffca4a4,
1049,4003e648,
1051,40109473,
1052,4057472d,
1057,40b520f0,
1066,415cf055,
1070,4178a68d,
1073,41b66459,
1078,41ec1042,
1084,4268ce08,
1096,42edba48,
1105,439c1716,
1114,44160dec,
1117,44596139,
1119,446b29e4,
1121,44a76f2a,
1122,44b27c01,
1131,455ae5db,
1133,45759ae9,
1134,45a6eecc,
1138,461e2e46,
1143,46610e5f,
1145,466a0bc5,
1150,4734a934,
1152,473dc7fc,
1153,47588d91,
1156,47a2cce9,
1158,47acbbc6,
1160,47b45998,
1161,47c088d9,
1166,48114f96,
1169,4833c27b,
1172,486ba65d,
1173,4876cb0f,
1176,48d285f4,
1180,48f3d473,
1181,48fab8bb,
1182,4916aea0,
1185,49358287,
1187,4942af36,
1190,49887971,
1191,49909509,
1194,49b86b1e,
1197,4a01c5d9,
1202,4a310295,
1211,4a70e025,
1212,4a753ca3,
1213,4a835866,
1215,4aa3deb0,
1219,4ad94d1e,
1228,4b537ba9,
1229,4b65b38d,
1231,4b7b35bc,
1232,4b855d9d,
1233,4b8d6356,
1234,4bb9a8ff,
1236,4bd08623,
1238,4c1fa25b,
1241,4c4f3184,
1242,4c6d424c,
1244,4c94a5d5,
1254,4d674863,
1255,4d687bb3,
1256,4d6e961f,
1260,4dc86bb6,
1264,4e17b1c1,
1268,4e70be08,
1274,4ee09c37,
1277,4f0a07c6,
1282,4f4723e2,
1283,4f6173db,
1285,4f96c824,
1288,4fdb729d,
1293,504efa1d,
1295,5072d44b,
1296,507c5824,
1299,50ad700c,
1301,510331c5,
1302,51134510,
1305,5135da25,
1308,5154a2c6,
1310,516e4894,
1321,522ac208,
1322,523f823b,
1330,531c7a83,
1331,531c830b,
1333,5330a9d1,
1334,5332fd12,
1336,53774029,
1340,539e989c,
1341,53a13e13,
1342,53b7bd26,
1343,53bb311b,
1346,53d331ca,
1349,53ffaa53,
1351,546bd7b1,
1359,54ce90b4,
1361,54f472f1,
1364,5508808f,
1365,550ad886,
1366,550b7fb0,
1368,554dc690,
1369,554df2a7,
1371,55512071,
1373,557a9537,
1375,55a071cf,
1377,55f42bcc,
1379,56189867,
1382,562ca839,
1390,5688e4af,
1392,5690b9f7,
1395,56cd5f8b,
1398,5711a83a,
1400,5730b8ec,
1406,57a8ed68,
1408,57ca82ca,
1410,57dd511d,
1415,584a759d,
1416,584ffbdb,
1418,5896b610,
1423,58e6e605,
1424,58eb1ee0,
1426,591075dc,
1427,59236744,
1435,595dea40,
1439,59d6e4dc,
1448,5a4cff4b,
1449,5a543f1c,
1450,5a5a1ed6,
1453,5a6c00d5,
1458,5b00b389,
1461,5b374f76,
1464,5b98da98,
1469,5c0e725d,
1474,5c6f7b81,
1476,5cf96250,
1478,5d1cf0a4,
1480,5d1e02bd,
1484,5d7a44b6,
1487,5d916073,
1489,5dab4630,
1494,5de22168,
1501,5e493598,
1507,5e710b5f,
1508,5e7235f8,
1509,5e764a16,
1510,5e79ef30,
1511,5e8b6b19,
1514,5eb32c90,
1518,5ef8f725,
1522,5f284ef1,
1525,5f684368,
1532,60411c48,
1538,60dfc033,
1541,6112bac1,
1544,612d17d3,
1552,6189b0dd,
1555,619bd57f,
1556,61c4c978,
1557,61f2a7c7,
1569,62a4b5ca,
1571,62c60e0e,
1574,62e7604d,
1579,633cc30a,
1582,6355b1aa,
1590,6425fbea,
1594,64dfef96,
1598,65107f2a,
1601,65170bb9,
1602,653f46e1,
1604,656dcec5,
1605,657324e3,
1608,659a6c6a,
1614,65f96c54,
1617,661bc844,
1619,66401061,
1624,66760b74,
1626,668db95f,
1629,66e789e2,
1641,6799c6d6,
1643,67a2bf79,
1645,67e313f2,
1651,6860c6e8,
1652,68652b0c,
1665,694a2fc5,
1670,69a43542,
1671,69aed94b,
1673,69bdc55d,
1676,69d43286,
1680,6a151312,
1689,6a855b02,
1693,6aa529c8,
1701,6b39be10,
1705,6b878aba,
1709,6bec62f8,
1711,6c06fc83,
1713,6c16a8f1,
1714,6c2d0774,
1718,6c5b20dc,
1719,6c6b8c08,
1722,6cabbf32,
1723,6cc6cd46,
1725,6d4933d0,
1737,6e11e79e,
1739,6e12c36c,
1741,6e516017,
1743,6e615f0d,
1746,6e6b3ff2,
1751,6e9e0e42,
1753,6eb32b03,
1757,6edfbf80,
1759,6f032366,
1768,6ff19aa6,
1769,6ff4b94f,
1770,70021fd4,
1772,702d0aac,
1776,70da6abe,
1778,70e5ef9f,
1779,71025ceb,
1782,71269ce6,
1783,7141fa23,
1790,71a425c3,
1791,71c0ea97,
1802,7250344f,
1813,72e95891,
1814,72ea5c15,
1815,72f9fd87,
1818,73078ded,
1820,731bf105,
1823,734e329e,
1824,736d79d4,
1825,73799fe3,
1827,739be0bf,
1829,73c84611,
1833,74328269,
1834,744128bb,
1835,745b934e,
1837,748261c6,
1840,74b2fda1,
1842,74bfbe1a,
1844,74f0d37f,
1848,755d7287,
1849,7563681a,
1850,75716348,
1856,75b82f7d,
1861,75fb305b,
1862,7621c406,
1863,7638f22b,
1870,76e80aa3,
1874,7715be8b,
1880,77aca602,
1882,77d03dc0,
1884,77ee5985,
1885,77f0adfa,
1887,781598dd,
1891,784875f2,
1892,784bba69,
1900,7883604a,
1901,789f8133,
1903,78b32cc8,
1905,78d8ad58,
1908,793470b2,
1914,79a926e2,
1915,79b58ae6,
1916,79b73443,
1921,7a047aa9,
1922,7a06845a,
1923,7a219e0d,
1927,7a96c165,
1929,7aa5ceb1,
1930,7aa77b5a,
1931,7abb52e2,
1932,7abd357c,
1936,7b196b4e,
1937,7b4cd101,
1941,7b8771d6,
1943,7b8b330a,
1950,7c1e9b96,
1954,7c45c983,
1955,7c505fd4,
1956,7c5efe25,
1957,7c5f97ba,
1961,7c7f3921,
1963,7c9051b7,
1964,7c9c4495,
1967,7ccced20,
1970,7cec907c,
1971,7cecb811,
1987,7e0da3dc,
1993,7e9f60f8,
1997,7efd334b,
2003,7f45dc2e,
2006,7f9a801d,
2013,80067763,
2016,80349f35,
2022,80904c0b,
2025,80ac97ce,
2030,812a0058,
2032,813645dc,
2037,815efdc1,
2040,8188050f,
2045,81d0913e,
2048,81e9a24a,
2055,826d99da,
2061,831f5813,
2062,83247d4c,
2065,83525bbe,
2066,8360011a,
2073,839f40f4,
2075,83c86707,
2076,83da0ba8,
2078,83efac42,
2081,842d27e4,
2082,8432d14e,
2085,84689a9f,
2089,84ef97c7,
2091,8520246f,
2093,85440a78,
2098,85677d80,
2101,8574f9d2,
2106,8596dec1,
2111,85d0d592,
2114,85e2912c,
2116,85fed5f0,
2120,8632ea2b,
2122,863915b6,
2126,86989d3a,
2130,86eef4b9,
2137,87762493,
2138,878f9e86,
2142,87e2f26a,
2143,881efd6a,
2145,8826ee14,
2151,88b5194e,
2159,894fd6be,
2166,89c43fa1,
2171,8a4cd292,
2174,8a603113,
2180,8a940d7d,
2181,8a968a0f,
2182,8a98973c,
2187,8ada0f4e,
2189,8ae9becb,
2190,8af0b447,
2191,8af97dc3,
2193,8b0749be,
2194,8b2d6ad6,
2195,8b3aa064,
2205,8c185c31,
2207,8c43b81e,
2210,8c6fc949,
2214,8ca09626,
2215,8ca2f053,
2217,8cb11a21,
2219,8cdf2304,
2223,8d0c6afe,
2225,8d3186b6,
2226,8d522127,
2227,8d5c76a5,
2228,8d7e3917,
2232,8e0b739c,
2233,8e1363ae,
2237,8e71bf9c,
2242,8ea5ac9e,
2243,8eb31f1b,
2244,8eba0ee9,
2245,8ebacec2,
2247,8ec5d236,
2248,8ed05544,
2249,8ee46ea1,
2252,8f04a03e,
2253,8f102e6e,
2256,8f1ada49,
2261,8f448fd6,
2262,8f5fc30f,
2266,8fab825c,
2267,8fb94734,
2268,8fc578da,
2269,8fddddd5,
2270,8fdff112,
2271,9007e96d,
2274,9042232d,
2279,9091645a,
2280,909edf22,
2282,90d7cf39,
2286,91133c73,
2288,911f6407,
2293,91448d8e,
2294,915dbb8a,
2298,9178000b,
2304,91bcd48c,
2305,91db996a,
2307,91e27185,
2309,91f5e9cd,
2319,9289fb19,
2320,92ac0421,
2324,92dc90c8,
2325,93018bd9,
2333,937b41ec,
2335,93aa9e6b,
2345,940b2f17,
2346,940e7feb,
2348,941cdb96,
2350,947c957d,
2357,94a6c971,
2358,94e9e4b9,
2360,950f377f,
2361,9520959f,
2363,953bdf6c,
2369,9577ae01,
2371,95960d57,
2372,95a741b8,
2373,95c9e2f2,
2376,95dfb89b,
2378,96184bea,
2380,963ab7d2,
2381,963adba5,
2386,967d790c,
2388,9692f443,
2389,96c98417,
2390,96d235f1,
2394,96fcd751,
2395,97121fac,
2396,974801df,
2399,97ac1b72,
2402,97eda530,
2406,98456a84,
2407,984f12cf,
2409,9885f9da,
2412,98cb429b,
2414,9907115b,
2418,9964dd80,
2419,99677b5e,
2422,997ef805,
2433,9a2fc6ca,
2435,9a54e4c2,
2443,9ab7ffef,
2444,9ac36dd2,
2446,9b1abb64,
2448,9b33dbb2,
2450,9b71a8f5,
2452,9ba1a228,
2457,9bfa1c69,
2458,9c0e6933,
2460,9c1c8fd7,
2470,9cbda44c,
2472,9cd0d49a,
2481,9d60665f,
2484,9d979587,
2485,9d98c761,
2486,9da17a1d,
2487,9dae93d1,
2493,9dfe8930,
2499,9e6764f4,
2501,9e8f9286,
2502,9e8fa43c,
2506,9ec6970b,
2507,9ee87ba2,
2508,9ef35c6c,
2509,9f060959,
2510,9f1143da,
2511,9f2d4ba3,
2515,9f6f2d41,
2524,9feb98ab,
2529,a017adc3,
2531,a01f9d73,
2534,a0394941,
2542,a0bb9f34,
2544,a131f574,
2551,a1c79ece,
2553,a1f77468,
2562,a26e7600,
2563,a27d67dc,
2564,a28aaedb,
2569,a2ef812e,
2573,a325437d,
2576,a347ff4a,
2578,a3841682,
2581,a3915b0b,
2584,a3b3cbbe,
2586,a3c49769,
2591,a41a9901,
2596,a470b17f,
2597,a471a564,
2598,a48db496,
2601,a4c13fad,
2609,a54517b1,
2612,a55e4e35,
2619,a5f00d28,
2622,a616ebb5,
2632,a74b5f3b,
2633,a74c3ee9,
2635,a770d091,
2637,a777be04,
2638,a77e139a,
2640,a797554b,
2641,a7a24068,
2642,a7b45911,
2645,a7ddc875,
2648,a8256fb0,
2658,a8c3683b,
2666,a96099a5,
2667,a967c642,
2670,a99e7438,
2676,a9e0a37e,
2678,a9e7a3d1,
2679,a9f05417,
2680,aa02a789,
2681,aa0a475f,
2686,aab9a230,
2695,ab4bbb43,
2706,abc47b4d,
2708,ac06388d,
2717,ac7afa2d,
2718,ac8c0593,
2720,acab23a5,
2722,acd409fc,
2725,ad055eb3,
2734,ada63b71,
2736,adb3bcdc,
2744,ae04102d,
2745,ae28a7e1,
2746,ae43eca7,
2747,ae44e2e7,
2749,ae5a01b6,
2752,ae956e93,
2760,af4f59e7,
2764,afc78670,
2765,afd8cefb,
2768,b056662d,
2769,b061e9dd,
2771,b081ad0f,
2778,b10142d4,
2781,b1484dda,
2782,b1659233,
2794,b27ae7e4,
2803,b33482fd,
2804,b3395fe0,
2806,b354022b,
2810,b39bab51,
2811,b3a4d0df,
2813,b3c0cf36,
2815,b3d819fc,
2817,b3e07192,
2831,b4c11ca1,
2832,b4cc2c5c,
2834,b4e136cc,
2836,b4f245b9,
2838,b52219ea,
2847,b672a082,
2849,b6aa2bda,
2857,b791f2a6,
2862,b7da0083,
2863,b7ddfd84,
2864,b7deff0e,
2868,b8155711,
2877,b918a7d2,
2878,b9251fa2,
2881,b93c4b04,
2883,b9426af8,
2887,b9642733,
2889,b9736d65,
2890,b97680e3,
2891,b98444cd,
2892,b9a1899f,
2896,b9d12f8d,
2904,ba279808,
2906,ba3ba426,
2910,ba7568cb,
2911,ba78601b,
2912,ba7b36b4,
2913,ba7eb74d,
2914,baa69a08,
2915,bad70c67,
2917,bb088c75,
2919,bb0dfcb8,
2921,bb706eac,
2924,bba9dc0e,
2925,bbb95c9a,
2929,bc005841,
2933,bc36d0b3,
2943,bcf577e2,
2950,bdb6c8a3,
2954,bdc30511,
2960,be4190b5,
2961,be47e3b2,
2962,be5037b0,
2963,be553d33,
2964,be7dad60,
2965,be9a2cbf,
2974,bef19061,
2977,befb3129,
2982,bf3f3d07,
2983,bf7704da,
2987,bff3297e,
2990,c0424bff,
2992,c06acd02,
2995,c095f868,
2997,c09ea4a9,
3002,c0de2704,
3003,c0ef8293,
3005,c100a3aa,
3010,c1baae32,
3012,c21a6bac,
3013,c21fb6da,
3014,c249a0cf,
3017,c2766708,
3019,c2a7f542,
3022,c2b9092f,
3025,c2cd92d4,
3026,c2d74d91,
3033,c341c00d,
3039,c38dc7c2,
3047,c400321c,
3048,c40790ea,
3054,c4337ebe,
3055,c4338f5e,
3056,c4366835,
3060,c4526aab,
3062,c47452e3,
3067,c4e4d2db,
3068,c4f231cd,
3069,c4fde231,
3070,c503edc0,
3075,c5a0a4bb,
3076,c5b468d7,
3079,c5d814b9,
3082,c61b5eda,
3087,c662db2f,
3105,c782b5fe,
3107,c7a71c63,
3110,c7e42517,
3111,c7e97264,
3116,c8387d66,
3117,c87c7cd3,
3119,c893bb6a,
3120,c8bd5927,
3127,c961d137,
3129,c97a40fe,
3135,c9bc639b,
3138,c9e13fe2,
3140,ca093278,
3151,cafe5f70,
3153,cb2577f4,
3156,cb6aed8a,
3159,cba283a1,
3161,cba70c9d,
3162,cba70d97,
3166,cbf4eed7,
3168,cc153d7b,
3184,cd40df86,
3192,cdc5b71e,
3194,ce075ce2,
3196,ce515ebb,
3197,ce53d4c9,
3199,ce8d388b,
3203,ceaf7afd,
3204,cec0a673,
3206,cee465b9,
3208,cf09406e,
3211,cf1ba6ce,
3213,cf492aee,
3214,cf75f764,
3221,d0212fd3,
3222,d03c0a74,
3224,d05136b3,
3225,d054902d,
3227,d06b6ce6,
3229,d089af40,
3231,d0b274b3,
3232,d0c200f5,
3234,d0f2ef2d,
3235,d0fa3db1,
3236,d0fbc48e,
3239,d1181930,
3240,d12455d7,
3241,d1388181,
3242,d13baef0,
3250,d265ca63,
3251,d26d62f3,
3252,d2776eb5,
3253,d2883877,
3254,d28a1c47,
3256,d2a74c23,
3259,d2cf7047,
3261,d2f956bf,
3263,d2fcf3ab,
3264,d32a368f,
3265,d34a2fec,
3266,d34d30d7,
3267,d3a393cc,
3271,d3da5c2a,
3274,d3f213d7,
3276,d425fd49,
3280,d4648099,
3281,d46a17f9,
3283,d4810d4a,
3284,d48d074b,
3286,d4ab735e,
3287,d4ae6a19,
3289,d4bac563,
3293,d4d5ff7e,
3298,d53d33bc,
3301,d54e293a,
3307,d5893ebe,
3310,d5c781a0,
3312,d5e58adf,
3327,d6cd23d8,
3329,d6eac3f4,
3330,d7087285,
3337,d790f9ec,
3339,d7a14454,
3340,d7bceab5,
3344,d819548d,
3347,d8262260,
3352,d877094f,
3355,d8854307,
3358,d8c2430a,
3361,d9624103,
3364,d991786c,
3366,d9c33320,
3370,d9f4d9c9,
3371,d9ff98e9,
3377,da3394f1,
3379,da690272,
3382,dabdc420,
3385,daf0d557,
3387,dafc5c2f,
3389,db18f921,
3391,db2a71e1,
3394,db42593a,
3395,db4635c4,
3399,db792fad,
3400,db8e4670,
3403,dba454b6,
3404,dbb15ad4,
3405,dbc59c26,
3406,dbd7f5b6,
3408,dc0e5a9d,
3411,dc3a0c97,
3415,dc6f229a,
3417,dc9f86c9,
3419,dcd06449,
3425,dd1338ee,
3426,dd167ffc,
3427,dd3756ff,
3428,dd3a3258,
3429,dd4b8b52,
3430,dd4fa1df,
3436,ddcb4529,
3439,dde6b10e,
3442,de179306,
3444,de3bef1e,
3452,deab45ce,
3456,df3c3288,
3461,df715398,
3465,dfdbb957,
3466,dff8b8e0,
3478,e093a847,
3479,e0a3e8d5,
3487,e0fbff46,
3488,e115d780,
3490,e127c234,
3492,e14a6349,
3498,e19f89b8,
3504,e1f3777c,
3505,e1f8984b,
3507,e223fbc1,
3513,e2615947,
3519,e30c60ff,
3523,e32ee582,
3536,e3ef6064,
3537,e3f239e9,
3541,e46334db,
3545,e490d5c5,
3547,e4a790a8,
3560,e54a78e9,
3561,e54b2178,
3562,e550946f,
3566,e5db13bc,
3567,e5defd66,
3569,e6276aaa,
3573,e670804a,
3575,e68cf012,
3579,e735a855,
3582,e749b8af,
3585,e7733d6c,
3586,e78faee3,
3588,e7a825e6,
3590,e7cd2202,
3591,e7cef620,
3597,e810389a,
3598,e818ad1b,
3599,e81bef0e,
3601,e838df3b,
3603,e86f8006,
3609,e8c93ca7,
3614,e9109dff,
3618,e943970e,
3621,e9a00f71,
3626,ea221ef5,
3628,ea401fc9,
3635,eab1550c,
3641,eb1b6325,
3643,eb731ce2,
3646,eb8c030f,
3650,eb9fd2ca,
3652,ebbc6fea,
3671,ecac5c72,
3674,ecc0cc08,
3677,ecd6b424,
3679,ed184a43,
3682,ed60b87e,
3685,edaa11c4,
3686,edb50fce,
3692,edcf632d,
3699,ee4fe168,
3705,eebce76e,
3712,ef0992a2,
3714,ef3a2d17,
3717,ef6f257a,
3720,efba7242,
3721,efbad88b,
3725,efee1240,
3730,f05c6580,
3731,f07dcfd6,
3732,f0856b84,
3733,f086b49c,
3735,f08c830a,
3743,f0f199ad,
3750,f1629e61,
3756,f1c306d5,
3758,f1d1273e,
3759,f1d26ed5,
3762,f21c19e1,
3765,f237ef1c,
3770,f2932f33,
3778,f3993171,
3781,f3b8becc,
3782,f3caf913,
3786,f41a21c4,
3789,f433302d,
3791,f47714c0,
3795,f4989c06,
3796,f4c50c86,
3798,f4e9d109,
3799,f4ec5449,
3801,f51eff6a,
3805,f55a1469,
3813,f5c5cfee,
3815,f5d81859,
3817,f5ee91e4,
3818,f5efa540,
3827,f6bcfb38,
3838,f78421c9,
3839,f79e6708,
3841,f7b24278,
3842,f7bb3b1c,
3843,f7c08ff0,
3845,f7fcb41b,
3849,f82a1183,
3851,f84e064d,
3854,f897f15d,
3855,f8a1b335,
3860,f8d94d02,
3862,f8f5f3df,
3864,f91ba8bb,
3866,f92475d4,
3867,f9273ffc,
3872,f9744a50,
3874,f98bde44,
3875,f9b73de7,
3876,f9ca9ff6,
3879,fa30d545,
3888,fab6550c,
3890,facdd8bf,
3892,fad31638,
3894,fb111799,
3895,fb194aa7,
3900,fb3c4473,
3901,fb6a1b72,
3909,fbf1f698,
3910,fc0eede5,
3912,fc198415,
3913,fc290a36,
3917,fc633e5a,
3918,fc8ba2d9,
3920,fc96f532,
3923,fcfadd26,
3926,fd226dc3,
3931,fdb7da3c,
3933,fdcb5b38,
3934,fdce05a4,
3943,fe7c87e2,
3944,fe7f68a7,
3950,ff0ab367,
3956,ffa9794a,
3959,ffef538e,
